Vaccine candidate,Developer Location,Trial Phase,1 or 2 doses,Deal Type,Finalized Commitment,Manufacturer and/or Distributor,Manufacturer and/or Distributor Primary Location,Doses committed (in millions),Timeline at time of deal,Price (in USD million), Price/Dose (in USD) ,Buyer/recipient,Region,Income level," GNI per capita, Atlas method (current US$) "," GNI, Atlas method (current US$) ", Population ,Population size (millions),Doses/capita,Population covered,Notes,Sources
Pfizer/BioNTech,United States/Germany,Approved,2,Government Purchase,Yes,,,30.000,,300.00, 10.00 ,South Africa,Sub-Saharan Africa,Upper middle income," 6,040.00 "," 353,529,193,704.07 "," 58,558,270.00 ",58.56,0.512,25.62%,Reporting suggests that Pfizer offered SA the vaccine at a discounted 10 USD/dose price. ,https://medicalxpress.com/news/2021-01-safrica-mln-pfizer-vaccines.html ; https://www.bloomberg.com/news/articles/2021-01-04/pfizer-has-offered-south-africa-discounted-covid-19-vaccines ; https://www.thebureauinvestigates.com/stories/2021-04-19/pfizer-backs-down-over-asset-seizing-clause-in-south-africa-vaccine-deal ; https://www.reuters.com/world/africa/pfizer-supply-45-mln-doses-covid-19-vaccine-south-africa-by-june-2021-05-02/
AstraZeneca/Oxford,United Kingdom/Sweden,Approved,2,Government Purchase,Yes,,,20.000,,Not available,,South Korea,East Asia & Pacific,High income," 33,790.00 "," 1,747,192,990,746.33 "," 51,709,098.00 ",51.71,0.387,19.34%,,https://www.aljazeera.com/news/2020/12/8/south-korea-signs-astrazeneca-deal-secures-covid-19-vaccines
Johnson & Johnson,United States/Belgium,Approved,1,Government Purchase,Yes,,,6.000,,Not available,,South Korea,East Asia & Pacific,High income," 33,790.00 "," 1,747,192,990,746.33 "," 51,709,098.00 ",51.71,0.116,11.60%,,http://ncov.mohw.go.kr/tcmBoardView.do?brdId=3&brdGubun=31&dataGubun=&ncvContSeq=4516&contSeq=4516&board_id=312&gubun=ALL ; https://www.reuters.com/article/us-health-coronavirus-southkorea/south-korea-to-buy-millions-of-coronavirus-vaccine-doses-but-sees-no-need-to-hurry-idUSKBN28I053
Moderna,United States,Approved,2,Government Purchase,Yes,GC Pharma [distributor],,40.000,,Not available,,South Korea,East Asia & Pacific,High income," 33,790.00 "," 1,747,192,990,746.33 "," 51,709,098.00 ",51.71,0.774,38.68%,,https://www.aljazeera.com/news/2020/12/8/south-korea-signs-astrazeneca-deal-secures-covid-19-vaccines ; https://www.businesswire.com/news/home/20210303006074/en/GC-Pharma-Finalises-Agreement-With-Moderna-and-the-Government-of-the-Republic-of-Korea-for-COVID-19-Vaccines-Distribution
Novavax,United States,Phase 3,2,Government Purchase,Yes,SK Bioscience,South Korea,40.000,,Not available,,South Korea,East Asia & Pacific,High income," 33,790.00 "," 1,747,192,990,746.33 "," 51,709,098.00 ",51.71,0.774,38.68%,"SK Bioscience has a manufacturing agreement with Novavax which was further expanded in Feb for licensing in South Korea. ""Concurrently, SK Bioscience has finalized an advance purchase agreement with the Korean government to supply 40 million doses of NVX-CoV2373 to the Republic of Korea beginning in 2021"" ",https://www.reuters.com/article/health-coronavirus-novavax-southkorea-va/novavax-signs-deal-with-sk-bioscience-for-40-mln-vaccine-doses-for-s-korea-idUSFWN2KL0LU
Pfizer/BioNTech,United States/Germany,Approved,2,Government Purchase,Yes,,,66.000,,Not available,,South Korea,East Asia & Pacific,High income," 33,790.00 "," 1,747,192,990,746.33 "," 51,709,098.00 ",51.71,1.276,63.82%,"Additional 6m doses purchased in Feb 2021, followed by another 40m doses in April 2021",https://www.reuters.com/business/healthcare-pharmaceuticals/skorea-signs-with-pfizer-extra-40-mln-covid-19-vaccine-doses-2021-04-24/ ; https://www.aljazeera.com/news/2020/12/8/south-korea-signs-astrazeneca-deal-secures-covid-19-vaccines
AstraZeneca/Oxford,United Kingdom/Sweden,Approved,2,Government Purchase,Yes,Serum Institute,India,10.000,,52.50, 5.25 ,Sri Lanka,South Asia,Lower middle income," 4,020.00 "," 87,694,063,378.61 "," 21,803,000.00 ",21.80,0.459,22.93%,,https://www.livemint.com/news/india/sri-lanka-to-procure-10mn-doses-of-astrazeneca-covid-vaccine-from-india-official-11613730946366.html ; https://www.aninews.in/news/world/asia/lankan-cabinet-approves-purchase-of-10-million-covid-19-vaccines-from-india20210223165940/
Gamaleya,Russian Federation,Approved,2,Government Purchase,Yes,,,7.000,,68.25,9.75,Sri Lanka,South Asia,Lower middle income," 4,020.00 "," 87,694,063,378.61 "," 21,803,000.00 ",21.80,0.321,16.05%,Price based on Gamaleya's statement that the vaccine is being sold in all markets for 9.75 USD/dose.,https://menafn.com/1101765189/Sri-Lanka-to-obtain-7-million-Sputnik-V-vaccines
Pfizer/BioNTech,United States/Germany,Approved,2,Government Purchase,Unclear,,,2.000,,Not available,,Sri Lanka,South Asia,Lower middle income," 4,020.00 "," 87,694,063,378.61 "," 21,803,000.00 ",21.80,0.092,4.59%,"Status of deal unclear, but the health ministry has reportedly asked to 'allocate' Pfizer doses as well. ",https://abcnews.go.com/Health/wireStory/latest-pfizer-withdraws-vaccine-application-india-75702405
AstraZeneca/Oxford,United Kingdom/Sweden,Approved,2,Government Purchase,Yes,,,5.300,,Not available,,Switzerland,Europe & Central Asia,High income," 85,500.00 "," 733,125,956,485.62 "," 8,574,832.00 ",8.57,0.618,30.90%,,https://www.swissinfo.ch/eng/swiss-sign-next-vaccine-agreement-with-astrazeneca/46101078
Curevac,Germany,Phase 3,2,Government Purchase,Yes,,,5.000,,Not available,,Switzerland,Europe & Central Asia,High income," 85,500.00 "," 733,125,956,485.62 "," 8,574,832.00 ",8.57,0.583,29.16%,,https://www.admin.ch/gov/en/start/documentation/media-releases.msg-id-82224.html
Moderna,United States,Approved,2,Government Purchase,Yes,,,13.500,Starting mid-2021,Not available,,Switzerland,Europe & Central Asia,High income," 85,500.00 "," 733,125,956,485.62 "," 8,574,832.00 ",8.57,1.574,78.72%,"An additional 6m added to deal, raising total to 13.5m in Feb 2021.","https://www.admin.ch/gov/en/start/documentation/media-releases.msg-id-82224.html; https://www.bag.admin.ch/bag/en/home/das-bag/aktuell/medienmitteilungen.msg-id-80005.html, https://www.reuters.com/article/us-health-coronavirus-moderna-switzerlan/switzerland-increases-order-for-modernas-covid-19-vaccine-idUSKBN28I1WJ"
Novavax,United States,Phase 3,2,Government Purchase,Yes,,,6.000,,Not available,,Switzerland,Europe & Central Asia,High income," 85,500.00 "," 733,125,956,485.62 "," 8,574,832.00 ",8.57,0.700,34.99%,,https://www.admin.ch/gov/en/start/documentation/media-releases.msg-id-82224.html
Pfizer/BioNTech,United States/Germany,Approved,2,Government Purchase,Yes,,,6.000,,Not available,,Switzerland,Europe & Central Asia,High income," 85,500.00 "," 733,125,956,485.62 "," 8,574,832.00 ",8.57,0.700,34.99%,Initial contract for 3m doses. Another contract for 3m doses singed in March 2021.,https://www.admin.ch/gov/en/start/documentation/media-releases.msg-id-81495.html ; https://www.bag.admin.ch/bag/en/home/das-bag/aktuell/medienmitteilungen.msg-id-82627.html
AstraZeneca/Oxford,United Kingdom/Sweden,Approved,2,Government Purchase,Yes,,,10.000,,Not available,,Taiwan,East Asia & Pacific,High income," 26,594.00 ",#N/A," 23,603,121.00 ",23.60,0.424,21.18%,GNI per capita and population numbers reported from the govt website,https://www.cdc.gov.tw/En/Bulletin/Detail/dyGaFbJOfhghSBgOEbH4Lg?typeid=158
Moderna,United States,Approved,2,Government Purchase,Yes,,,5.000,Mid 2021,Not available,,Taiwan,East Asia & Pacific,High income," 26,594.00 ",#N/A," 23,603,121.00 ",23.60,0.212,10.59%,GNI per capita and population numbers reported from the govt website,https://investors.modernatx.com/news-releases/news-release-details/moderna-announces-covid-19-vaccine-supply-agreements-government
Pfizer/BioNTech,United States/Germany,Approved,2,Government Purchase,Unclear,TTY Biopharm Company [distributor],Taiwan,30.000,,Not available,,Taiwan,East Asia & Pacific,High income," 26,594.00 ",#N/A," 23,603,121.00 ",23.60,1.271,63.55%,"GNI per capita and population numbers reported from the govt website. Deal for TTY to distribute vaccine in Taiwan announced in October; however, TTY announced authorization had expired after they had failed to reach purchase agreement with Taiwanese government. Unclear if arrangement has gone forward. ",https://focustaiwan.tw/sci-tech/202011100025 ; https://fr.rti.org.tw/news/view/id/92973
Pfizer/BioNTech,United States/Germany,Approved,2,Government Purchase,No,,,5.000,,, -   ,Thailand,East Asia & Pacific,Upper middle income," 7,260.00 "," 505,271,073,438.35 "," 69,625,582.00 ",69.63,0.072,3.59%,Agreement for 5-10m doses under negotiations,https://www.reuters.com/business/healthcare-pharmaceuticals/thailand-negotiating-buy-5-10-mln-doses-pfizer-vaccine-pm-2021-04-20/
AstraZeneca/Oxford,United Kingdom/Sweden,Approved,2,Combination,Yes,Siam Bioscience,Thailand,61.000,,469.09, 7.69 ,Thailand,East Asia & Pacific,Upper middle income," 7,260.00 "," 505,271,073,438.35 "," 69,625,582.00 ",69.63,0.876,43.81%,Initial agreement said only 26m of the total produced doses will be kept for the Thai market. Price/dose based on total reported price for the initial purchase of 26m and scaled up to include later agreement for 61m total doses. ,https://www.reuters.com/article/health-coronavirus-thailand/update-1-thailand-on-track-to-distribute-locally-made-covid-19-vaccines-in-june-idUSL1N2K40FF ; https://abcnews.go.com/Health/wireStory/thailand-signs-supply-deals-astrazeneca-covid-19-vaccine-74425352 ;  https://asia.nikkei.com/Spotlight/Coronavirus/Siam-Bioscience-to-produce-Oxford-COVID-19-vaccine-for-ASEAN ; https://www.bangkokpost.com/thailand/general/2026547/thailand-signs-deal-with-astrazeneca-for-covid-vaccine ;
AstraZeneca/Oxford,United Kingdom/Sweden,Approved,2,Government Purchase,Yes,,,5.000,,Not available,,Thailand,East Asia & Pacific,Upper middle income," 7,260.00 "," 505,271,073,438.35 "," 69,625,582.00 ",69.63,0.072,3.59%,Reuters reported that Thailand has placed a new order for 5m doses. It is unclear if these will also be locally manufactured or are part of a direct purchase from AZ,https://www.reuters.com/article/us-health-coronavirus-thailand-tourism/thailand-approves-quarantine-waiver-for-tourists-orders-more-vaccines-idUSKBN2BI1AA
Sinovac,China,Approved,2,Government Purchase,Yes,,,7.000,Jan-21,142.45, 20.35 ,Thailand,East Asia & Pacific,Upper middle income," 7,260.00 "," 505,271,073,438.35 "," 69,625,582.00 ",69.63,0.101,5.03%,"Initial agreement for 2m doses, additional 5m doses ordered in mar-21. For the 2m agreement, a budget of USD 40.7m has been reported. The current price for 7m doses is calculated based on the price per dose according to this initial report.",https://www.reuters.com/article/us-health-coronavirus-thailand-idUSKBN29A0VF ; https://www.reuters.com/article/us-health-coronavirus-thailand-tourism/thailand-approves-quarantine-waiver-for-tourists-orders-more-vaccines-idUSKBN2BI1AA ; https://www.bangkokpost.com/thailand/general/2045315/thailand-to-get-2-million-shots-of-chinas-sinovac https://www.reuters.com/article/us-health-coronavirus-thailand-vaccine/thailand-receives-its-first-coronavirus-vaccines-idUSKBN2AO0F2
Gamaleya,Russian Federation,Approved,2,Government Purchase,Yes,,,0.500,,4.88, 9.75 ,Tunisia,Middle East & North Africa,Lower middle income," 3,370.00 "," 39,362,515,953.46 "," 11,694,719.00 ",11.69,0.043,2.14%,"Unclear how many total doses have been purchased, but 30,000 doses have been delivered as of Mar 9, 2021",https://www.france24.com/en/live-news/20210309-tunisia-receives-first-big-vaccine-delivery ; https://apnews.com/article/africa-tunisia-coronavirus-pandemic-russia-north-africa-51cf7f81b3223bae925dce112d622f39
Pfizer/BioNTech,United States/Germany,Approved,2,Government Purchase,Yes,,,2.000,,14.00, 7.00 ,Tunisia,Middle East & North Africa,Lower middle income," 3,370.00 "," 39,362,515,953.46 "," 11,694,719.00 ",11.69,0.171,8.55%,"Reporting has put price at 7 USD/dose, this was used to calculate total price. Intention to purchase up to 6m additional doses. This appears to be separate from the COVAX purchase of Pfizer that has been reported. ",https://www.forbesmiddleeast.com/industry/healthcare/tunisia-to-get-2m-doses-of-covid-vaccine-from-pfizer ; https://english.aawsat.com/home/article/2687941/tunisia-get-2-million-doses-pfizer-vaccine ; https://apnews.com/article/africa-tunisia-coronavirus-pandemic-russia-north-africa-51cf7f81b3223bae925dce112d622f39 ; https://apnews.com/article/algeria-tunisia-coronavirus-pandemic-africa-tunis-0a496cd1341ac646d5ad56fb13177093
Gamaleya,Russian Federation,Approved,2,Government Purchase,Yes,,,50.000,,487.50, 9.75 ,Turkey,Europe & Central Asia,Upper middle income," 9,690.00 "," 808,698,508,768.27 "," 83,429,615.00 ",83.43,0.599,29.97%,,https://www.reuters.com/world/middle-east/turkey-signs-deal-50-million-sputnik-v-coronavirus-vaccines-minister-2021-04-28/ ; https://www.reuters.com/article/us-health-coronavirus-turkey/turkey-starts-initial-talks-to-procure-russias-sputnik-v-vaccine-idUSKBN2BH31T
Pfizer/BioNTech,United States/Germany,Approved,2,Government Purchase,Yes,,,90.000,,Not available,,Turkey,Europe & Central Asia,Upper middle income," 9,690.00 "," 808,698,508,768.27 "," 83,429,615.00 ",83.43,1.079,53.94%,"Initial contract for 30m in December 2020. Second contract for 60m doses, with option to extend by another 30m doses. ",https://investors.biontech.de/news-releases/news-release-details/pfizer-and-biontech-sign-agreement-additional-supply-turkey-60
Sinovac,China,Approved,2,Government Purchase,Yes,,,100.000,,Not available,,Turkey,Europe & Central Asia,Upper middle income," 9,690.00 "," 808,698,508,768.27 "," 83,429,615.00 ",83.43,1.199,59.93%,"Initial purchase of 50m, with an additional 50m purchased in Feb 2021",https://asia.nikkei.com/Spotlight/Coronavirus/Coronavirus-Free-to-read/Coronavirus-Week-of-Feb.7-to-Feb.13-Australian-Open-continues-under-lockdown; https://www.reuters.com/article/idUSL8N2J70EB
AstraZeneca/Oxford,United Kingdom/Sweden,Approved,2,Government Purchase,Yes,Serum Institute,India,18.000,First deliveries March 2021,126.00, 7.00 ,Uganda,Sub-Saharan Africa,Low income, 780.00 ," 34,748,453,235.88 "," 44,269,594.00 ",44.27,0.407,20.33%,Total price based on reported price/dose.,https://www.reuters.com/article/health-coronavirus-uganda-idUSL8N2K85GU
Pfizer/BioNTech,United States/Germany,Approved,2,Government Purchase,Yes,,,20.000,,Not available,,Ukraine,Europe & Central Asia,Lower middle income," 3,370.00 "," 141,637,014,757.88 "," 44,385,155.00 ",44.39,0.451,22.53%,Additional 10m doses purchased in May 2021,https://www.reuters.com/article/us-health-coronavirus-ukraine-vaccine/ukraine-signs-deal-with-pfizer-for-10-million-coronavirus-vaccine-doses-zelenskiy-idUSKBN2BT29V ; https://www.reuters.com/world/europe/ukraine-buy-extra-10-mln-doses-pfizers-coronavirus-vaccine-2021-05-01/
AstraZeneca/Oxford,United Kingdom/Sweden,Approved,2,Government Purchase,Yes,Serum Institute,India,4.000,,Not available,,Ukraine,Europe & Central Asia,Lower middle income," 3,370.00 "," 141,637,014,757.88 "," 44,385,155.00 ",44.39,0.090,4.51%,"Total purchase of 12m is reported, combined for AstraZeneca and Novavax. The Ukrainian Ministry of Health's facebook page reports 4m doses. ",https://www.facebook.com/moz.ukr/photos/a.300751836754595/1790149027814861/ ; https://www.reuters.com/article/us-health-coronavirus-ukraine-vaccine/ukraine-secures-12-million-astrazeneca-novavax-covid-19-vaccine-doses-idINKBN2A5237?edition-redirect=in
Novavax,United States,Phase 3,2,Government Purchase,Yes,Serum Institute,India,15.000,,Not available,,Ukraine,Europe & Central Asia,Lower middle income," 3,370.00 "," 141,637,014,757.88 "," 44,385,155.00 ",44.39,0.338,16.90%,Conflicting numbers on the vaccine doses committed. Earlier Reuters article reported total purchase of 12m (combined for AstraZeneca and Novavax). But new information based on updates on the Ministry's facebook page and most recent Reuters report mention 15m. Atlantic Council reports 12m doses for Novavax alone,https://www.reuters.com/article/health-coronavirus-ukraine-vaccine-idUSL1N2KS0FU ; https://www.radiosvoboda.org/a/news-vaktsyna-novamax-stepanov/31115161.html ; https://www.facebook.com/moz.ukr/photos/a.300751836754595/1790149027814861 ; https://www.reuters.com/article/us-health-coronavirus-ukraine-vaccine/ukraine-secures-12-million-astrazeneca-novavax-covid-19-vaccine-doses-idINKBN2A5237?edition-redirect=in ; https://www.atlanticcouncil.org/blogs/ukrainealert/ukraine-signs-vaccine-deal-but-delays-highlight-urgent-need-for-healthcare-reform/
Sinovac,China,Approved,2,Government Purchase,Yes,Lekhim [distributor],Ukraine,1.900,,34.20, 18.00 ,Ukraine,Europe & Central Asia,Lower middle income," 3,370.00 "," 141,637,014,757.88 "," 44,385,155.00 ",44.39,0.043,2.14%,"Total price based on reported price/dose of 18 USD. Ukrainian government contracted with Ukrainian pharmaceutical company Lekhim to obtain the vaccine. In February, Reuters reported that corruption charges are being investigated against Lekhim as anti-corruption campaigners argue that the deal was too expensive. Lekhim was made part of the deal on Sinovac's request",https://www.reuters.com/article/idUSL1N2JA0MJ ; https://www.reuters.com/article/health-coronavirus-ukraine-probe/update-1-minister-says-absolutely-calm-as-ukraine-probes-covid-19-vaccine-deal-idUSL1N2KG1RD
Sinovac,China,Approved,2,Private Purchase,Yes,Lekhim [distributor],Ukraine,3.100,,Not available,,Ukraine,Europe & Central Asia,Lower middle income," 3,370.00 "," 141,637,014,757.88 "," 44,385,155.00 ",44.39,0.070,3.49%,"Lekhim has a distributor arrangement with Sinovac for 5m total doses in Ukraine, 1.9m of which have been procured by the government; the rest appear to be set to be sold on the private market in Ukraine",https://www.reuters.com/business/healthcare-pharmaceuticals/ukraine-approves-chinas-sinovac-covid-19-vaccine-ministry-2021-03-09/
AstraZeneca/Oxford,United Kingdom/Sweden,Approved,2,Government Purchase,Yes,Serum Institute,India,0.200,Feb-21,Not available,,United Arab Emirates,Middle East & North Africa,High income," 43,470.00 "," 424,763,690,688.97 "," 9,770,529.00 ",9.77,0.020,1.02%,"Total doses purchased is unavailable, but 0.2m doses have been delivered so far.",https://www.mea.gov.in/vaccine-supply.htm ; https://www.reuters.com/article/us-health-coronavirus-emirates-idUSKBN2A213B
Pfizer/BioNTech,United States/Germany,Approved,2,Government Purchase,Yes,,,NA,,Not available,,United Arab Emirates,Middle East & North Africa,High income," 43,470.00 "," 424,763,690,688.97 "," 9,770,529.00 ",9.77,#VALUE!,#VALUE!,"No info on total doses, but vaccinations have already started in the country.",https://economictimes.indiatimes.com/news/international/uae/dubai-slows-down-pfizer-vaccine-rollout-amid-shipment-delays/articleshow/80434619.cms ; https://www.cnbc.com/2020/12/23/dubai-offering-pfizer-sinopharm-covid-vaccines-to-residents-for-free.html
Sinopharm/Beijing,China,Approved,2,Government Purchase,Yes,,,3.000,Dec-20,Not available,,United Arab Emirates,Middle East & North Africa,High income," 43,470.00 "," 424,763,690,688.97 "," 9,770,529.00 ",9.77,0.307,15.35%,"Scarce information is available on the deal, except that 3m doses have already been supplied to the UAE and vaccinations have started",https://www.reuters.com/article/health-coronavirus-vaccine-cnbg/chinas-cnbg-has-supplied-3-million-covid-19-vaccine-doses-to-uae-idUSL4N2JG231 ; https://www.cnbc.com/2020/12/23/dubai-offering-pfizer-sinopharm-covid-vaccines-to-residents-for-free.html
AstraZeneca/Oxford,United Kingdom/Sweden,Approved,2,Government Purchase,Yes,AstraZeneca,UK,100.000,,Not available,,United Kingdom,Europe & Central Asia,High income," 42,220.00 "," 2,821,759,222,246.37 "," 66,834,405.00 ",66.83,1.496,74.81%,10m of these doses will come from SII in India,https://www.bbc.com/news/health-53469269 ; https://www.reuters.com/article/us-health-coronavirus-britain-india/uk-to-receive-10-million-astrazeneca-covid-19-vaccine-doses-from-indias-serum-institute-idUSKCN2AU2LW
Curevac,Germany,Phase 3,2,Government Purchase,Yes,,,50.000,,Not available,,United Kingdom,Europe & Central Asia,High income," 42,220.00 "," 2,821,759,222,246.37 "," 66,834,405.00 ",66.83,0.748,37.41%,,https://www.gov.uk/government/news/new-vaccines-partnership-to-rapidly-respond-to-new-virus-variants
Moderna,United States,Approved,2,Government Purchase,Yes,,,17.000,,Not available,,United Kingdom,Europe & Central Asia,High income," 42,220.00 "," 2,821,759,222,246.37 "," 66,834,405.00 ",66.83,0.254,12.72%,,https://www.gov.uk/government/news/moderna-covid-19-vaccine-authorised-by-uk-medicines-regulator ; https://www.theguardian.com/world/2020/nov/16/uk-in-advanced-discussions-to-buy-moderna-covid-vaccine
Johnson & Johnson,United States/Belgium,Approved,1,Government Purchase,Yes,,,30.000,Mid-2021,Not available,,United Kingdom,Europe & Central Asia,High income," 42,220.00 "," 2,821,759,222,246.37 "," 66,834,405.00 ",66.83,0.449,44.89%,agreement in principle' between UK government and J&J as of August 14. Additional purchase option for an additional 22m doses,https://www.jnj.com/our-company/johnson-johnson-announces-collaboration-in-principle-with-the-united-kingdom-on-additional-phase-3-study-and-agreement-to-supply-its-covid-19-vaccine-candidate ; https://s3.amazonaws.com/one.org/vaccine-access-test/ONE_VAT_deal_Johnson_Johnson_United_Kingdom.pdf
Novavax,United States,Phase 3,2,Combination,Yes,FUJIFILM Diosynth Biotechnologies,United Kingdom,60.000,First deliveries mid-2021,Not available,,United Kingdom,Europe & Central Asia,High income," 42,220.00 "," 2,821,759,222,246.37 "," 66,834,405.00 ",66.83,0.898,44.89%,Deal with manufacturer and with the UK government. Manufacturing arrangement for one of the vaccine components at sites in the UK (and the US). These sites are expected to produce 180 m doses/year. Excess supply above the 60 million produced at the UK factory may be made available to Novavax to sell to other markets. ,https://pharmaphorum.com/news/uk-signs-coronavirus-vaccine-deals-with-jj-and-novavax/; https://www.globenewswire.com/fr/news-release/2020/08/14/2078379/0/en/Novavax-and-UK-Government-Announce-Collaboration-and-Purchase-Agreement-for-Novavax-COVID-19-Vaccine-Candidate.html ; https://s3.amazonaws.com/one.org/vaccine-access-test/ONE_VAT_deal_Novavax_United_Kingdom.pdf
Pfizer/BioNTech,United States/Germany,Approved,2,Government Purchase,Yes,,,100.000,,Not available,,United Kingdom,Europe & Central Asia,High income," 42,220.00 "," 2,821,759,222,246.37 "," 66,834,405.00 ",66.83,1.496,74.81%,40m doses purchased in initial arrangement in 2020. 60m doses purchased in Apr-21 for booster shots,https://www.cnbc.com/2020/12/08/uk-rolls-out-pfizer-coronavirus-vaccine-heres-what-you-need-to-know.html ;  https://www.reuters.com/world/uk/britain-agrees-deal-60-million-more-pfizer-covid-19-vaccines-2021-04-28/
Sanofi/GSK,France/United Kingdom,Phase 2,2,Government Purchase,Yes,,,60.000,,Not available,,United Kingdom,Europe & Central Asia,High income," 42,220.00 "," 2,821,759,222,246.37 "," 66,834,405.00 ",66.83,0.898,44.89%,,https://www.sanofi.com/en/media-room/press-releases/2020/2020-07-29-07-00-00
Valneva,France,Phase 3,2,Government Purchase,Yes,"[Valneva has a large facility in Scotland, UK government invested in it to support scale up]",,100.000,"60 by second half of 2021; ""two further options for additional doses - one for 40 million and the other, between 30 and 90 million - by 2025",858.00, 8.58 ,United Kingdom,Europe & Central Asia,High income," 42,220.00 "," 2,821,759,222,246.37 "," 66,834,405.00 ",66.83,1.496,74.81%,"Deal for up to 190m doses; if doses beyond the first initial 60 million are exercised, deal could increase to 1.63 billion total. The UK exercised an option for 40m additional doses in February 2021, leaving an option for a remaining 90m doses. Total price and price/dose based on price/dose calculated based on the 1.63b/190m doses calculation.",https://apnews.com/article/europe-scotland-coronavirus-pandemic-744fce1d47323c26d67ea6fef3bbea6f; https://valneva.com/press-release/valneva-confirms-participation-in-uk-government-covid-19-vaccine-response-program/; https://www.fiercepharma.com/manufacturing/valneva-signs-manufacturing-partner-to-produce-adjuvant-for-covid-19-vaccine ; https://s3.amazonaws.com/one.org/vaccine-access-test/ONE_VAT_deal_Valneva_United_Kingdom.pdf
AstraZeneca/Oxford,United Kingdom/Sweden,Approved,2,Government Purchase,Yes,AstraZeneca,UK,300.000,Sep-20,1200.00, 4.00 ,United States,North America,High income," 65,850.00 "," 21,615,817,525,647.10 "," 328,239,523.00 ",328.24,0.914,45.70%,Price/dose based on reported total price. Unclear if dollar amount repored includes more than vaccine price but also manufacturing costs. ,https://www.reuters.com/article/us-health-coronavirus-astrazeneca-idUSKBN22X0J9
Johnson & Johnson,United States/Belgium,Approved,1,Government Purchase,Yes,,,100.000,,1000.00, 10.00 ,United States,North America,High income," 65,850.00 "," 21,615,817,525,647.10 "," 328,239,523.00 ",328.24,0.305,30.47%,Price/dose based on reported total price. Unclear if dollar amount repored includes more than vaccine price but also manufacturing costs. ,https://www.jnj.com/johnson-johnson-announces-agreement-with-u-s-government-for-100-million-doses-of-investigational-covid-19-vaccine ; https://s3.amazonaws.com/one.org/vaccine-access-test/ONE_VAT_deal_Johnson_Johnson_United_States.pdf ; https://www.medicalcountermeasures.gov/newsroom/2020/janssenrapidard/
Moderna,United States,Approved,2,Government Purchase,Yes,,,300.000,"First 100m by end of March 2021, second 100m by June 2021",4500.00, 15.00 ,United States,North America,High income," 65,850.00 "," 21,615,817,525,647.10 "," 328,239,523.00 ",328.24,0.914,45.70%,"Original deal for 100m, with option for an additional 400m doses. In December, option for additional 100m exercised. In Jan, in talks for additional 100m to be exercised. Total price based on reported 15 USD/dose.","https://www.nytimes.com/live/2021/01/26/world/covid-19-coronavirus/covid-vaccine-distribution; https://s3.amazonaws.com/one.org/vaccine-access-test/ONE_VAT_deal_Moderna_United_States.pdf, https://www.nytimes.com/2020/12/15/us/politics/us-pfizer-vaccine-more-doses.html ; https://www.nytimes.com/2020/12/18/upshot/coronavirus-vaccines-prices-europe-united-states.html"
Novavax,United States,Phase 3,2,Government Purchase,Yes,,,100.000,First quarter of 2020 if vaccine approved,1600.00, 16.00 ,United States,North America,High income," 65,850.00 "," 21,615,817,525,647.10 "," 328,239,523.00 ",328.24,0.305,15.23%,Price/dose based on reported total price. Unclear if dollar amount repored includes more than vaccine price but also manufacturing costs. ,https://www.nytimes.com/2020/07/07/health/novavax-coronavirus-vaccine-warp-speed.html; https://www.ft.com/content/0d3a3463-0e8d-4b0b-96f5-98fb77c3d51e ; https://s3.amazonaws.com/one.org/vaccine-access-test/ONE_VAT_deal_Novavax_United_States.pdf
Pfizer/BioNTech,United States/Germany,Approved,2,Government Purchase,Yes,,,300.000,,5972.48, 19.91 ,United States,North America,High income," 65,850.00 "," 21,615,817,525,647.10 "," 328,239,523.00 ",328.24,0.914,45.70%,"Deal has expanded over time from initial 100 million purchase with 500 million option. Number purchased has expanded to 300 million, suggesting 300 million remain available for option. Prices have been reported as 19.50/dose, but allocations from the government point to slightly higher totals, raising the cost to 19.91/dose, as reported here.",https://www.nytimes.com/live/2021/01/26/world/covid-19-coronavirus/covid-vaccine-distribution; https://www.pfizer.com/news/press-release/press-release-detail/pfizer-and-biontech-announce-agreement-us-government-600 ; https://s3.amazonaws.com/one.org/vaccine-access-test/ONE_VAT_deal_Pfizer-BioNTech_United_States.pdf ; https://www.medicalcountermeasures.gov/newsroom/2021/covid19purchases/
Sanofi/GSK,France/United Kingdom,Phase 2,2,Government Purchase,Yes,,,100.000,,1050.00, 10.50 ,United States,North America,High income," 65,850.00 "," 21,615,817,525,647.10 "," 328,239,523.00 ",328.24,0.305,15.23%,"Option to purchase an additional 400m. Total deal for 2.1 billion USD, putting aside money for clinical trials and manufacturing scale-up, appears to be 10.50 USD/dose.",https://www.nytimes.com/live/2021/01/26/world/covid-19-coronavirus/covid-vaccine-distribution; https://www.pfizer.com/news/press-release/press-release-detail/pfizer-and-biontech-announce-agreement-us-government-600 ; https://s3.amazonaws.com/one.org/vaccine-access-test/ONE_VAT_deal_Pfizer-BioNTech_United_States.pdf ; https://www.medicalcountermeasures.gov/newsroom/2021/covid19purchases/
